,Type,Rooms,Bathroom,CarSpots,Landsize,BuildingArea,YearBuilt,Price,SellerG,DateSold,Suburb,DistanceFromCenter,Lattitude,Longtitude,Regionname
5 Filbert St,house,3,1.0,2.0,339.0,,,1314000.0,Gary,2016-10-09,Caulfield South,9.3,-37.8906,145.0221,Southern Metropolitan
5 Finisterre Ct,house,4,2.0,2.0,884.0,,,814250.0,Ray,2018-06-01,Frankston,38.0,-38.16927,145.15823999999995,South-Eastern Metropolitan
5 Finlayson St,house,3,2.0,2.0,581.0,,,940000.0,Miles,2017-04-29,Rosanna,11.4,-37.7399,145.0681,Eastern Metropolitan
5 Flake Ct,house,4,2.0,2.0,780.0,170.0,1985.0,501000.0,Raine,2017-11-11,Diggers Rest,27.7,-37.6242,144.7115,Western Metropolitan
5 Fleming Gr,house,5,3.0,3.0,681.0,263.0,1960.0,1501000.0,Jellis,2017-01-07,Pascoe Vale,8.5,-37.72565,144.94953999999996,Northern Metropolitan
5 Fletcher Pde,house,4,2.0,2.0,600.0,,,,,,Burwood,11.7,-37.8481,145.1103,Southern Metropolitan
5 Flora Rd,house,3,2.0,2.0,257.0,146.0,2000.0,800000.0,Ray,2017-10-28,Clayton,16.7,-37.91737,145.11569,South-Eastern Metropolitan
5 Florence St,house,4,2.0,2.0,597.0,,,1495000.0,Nick,2016-04-06,Brighton East,10.7,-37.9179,145.019,Southern Metropolitan
5 Florida Ct,house,4,2.0,2.0,807.0,,,1385000.0,Gary,2016-05-14,Moorabbin,14.6,-37.9431,145.0407,Southern Metropolitan
5 Flourish Wy,house,4,2.0,2.0,358.0,148.0,2012.0,463000.0,hockingstuart,2017-07-22,Werribee,14.7,-37.91807,144.63816,Western Metropolitan
5 Forwood Wy,house,4,,,,,,672000.0,HAR,2017-11-18,Roxburgh Park,20.6,,,Northern Metropolitan
5 Fran Ct,house,4,2.0,2.0,805.0,,,1181000.0,Parkes,2017-05-13,Templestowe Lower,13.8,-37.7565,145.1067,Eastern Metropolitan
5 Fuller St,house,3,1.0,2.0,631.0,,,1127000.0,Jellis,2016-06-08,Bulleen,11.8,-37.7778,145.0901,Eastern Metropolitan
5 Fumina Ct,house,3,1.0,0.0,682.0,98.0,1985.0,545000.0,YPA,2017-11-25,Meadow Heights,17.4,-37.661,144.9229,Northern Metropolitan
5 Garden Rd,house,6,3.0,3.0,,,,1940000.0,Buxton,2017-10-21,Bentleigh East,13.8,-37.91023,145.0603,Southern Metropolitan
5 Gareth Av,townhouse,3,2.0,2.0,,,,1817500.0,Marshall,2017-11-18,Beaumaris,17.3,-37.985,145.0318,Southern Metropolitan
5 Gatis St,house,3,2.0,2.0,692.0,,,1738000.0,Jellis,2017-09-16,Glen Iris,7.3,-37.85672,145.09098999999995,Southern Metropolitan
5 Gellibrand St,house,4,3.0,3.0,3064.0,38.0,2008.0,,,,Kew,5.6,-37.8096,145.032,Southern Metropolitan
5 George St,house,2,1.0,,211.0,98.0,1900.0,1340000.0,Nelson,2017-11-11,Brunswick,5.2,-37.7689,144.967,Northern Metropolitan
5 Gillespie Pl,house,3,1.0,2.0,124.0,120.0,1970.0,619000.0,Barry,2017-09-12,Epping,19.6,-37.65986,145.03278,Northern Metropolitan
5 Gillman St,house,3,3.0,1.0,,130.0,1880.0,,,,Hawthorn East,6.2,-37.82535,145.05184,Southern Metropolitan
5 Gippsland Wy,house,3,,,,,,,,,Craigieburn,20.6,,,Northern Metropolitan
5 Gladstone St,house,3,1.0,1.0,188.0,150.0,1907.0,1425000.0,Jellis,2017-09-16,Windsor,4.6,-37.85277,144.98485,Southern Metropolitan
5 Glasgow Av,house,2,,,,,,590000.0,Love,2016-12-11,Reservoir,11.2,,,Northern Metropolitan
5 Glencara St,house,3,2.0,1.0,585.0,,,,,,Avondale Heights,10.5,-37.7699,144.8662,Western Metropolitan
5 Glendale St,house,5,2.0,2.0,641.0,286.0,2001.0,1975000.0,Marshall,2016-08-13,Surrey Hills,11.2,-37.8354,145.1001,Southern Metropolitan
5 Glenden Rt,house,3,,,,,,740000.0,Ray,2017-03-06,Cheltenham,17.9,,,Southern Metropolitan
5 Glenice St,house,3,1.0,3.0,580.0,142.0,1962.0,740000.0,Darren,2017-05-27,Greensborough,16.1,-37.71536,145.10205,Northern Metropolitan
5 Glenorchy Wy,house,2,,,,,,380000.0,Ray,2017-05-27,South Morang,20.5,,,Northern Metropolitan
5 Glory St,house,4,2.0,2.0,300.0,,,,,,South Morang,20.5,-37.63019,145.08196999999996,Northern Metropolitan
5 Golf Av,house,3,,,,,,635000.0,Nelson,2016-05-28,Kingsbury,12.4,,,Northern Metropolitan
5 Gough Pl,house,2,1.0,1.0,115.0,,,725000.0,Jellis,2016-04-06,Cremorne,2.5,-37.8285,144.9888,Northern Metropolitan
5 Gould St,house,4,1.0,5.0,565.0,,,926000.0,RW,2017-03-09,Coburg North,6.7,-37.72525,144.96583,Northern Metropolitan
5 Gowar Av,house,4,,,,,,2285000.0,Jellis,2016-04-06,Camberwell,7.8,,,Southern Metropolitan
5 Graceburn Av,house,4,,,,,,1647000.0,Gary,2017-04-03,Carnegie,11.4,,,Southern Metropolitan
5 Grainger Ct,house,3,1.0,2.0,727.0,168.0,1970.0,1001000.0,Harcourts,2017-07-29,Mulgrave,18.8,-37.9128,145.16152,South-Eastern Metropolitan
5 Grandview Cr,house,4,2.0,2.0,745.0,,,727000.0,Barry,2017-07-10,Hillside,18.0,-37.69028,144.74153,Western Metropolitan
5 Grange Rd,house,3,1.0,2.0,875.0,,,1650000.0,Woodards,2016-06-08,Caulfield East,9.3,-37.8815,145.0491,Southern Metropolitan
5 Granite Out,house,3,,,,,,567000.0,hockingstuart,2017-07-10,Epping,19.6,,,Northern Metropolitan
5 Grant St,house,5,3.0,2.0,695.0,305.0,2015.0,1600000.0,Ray,2016-05-28,Oakleigh,14.0,-37.8973,145.0979,Southern Metropolitan
5 Gray Ct,townhouse,3,,,,,,773500.0,Ray,2017-07-29,Bundoora,12.1,,,Northern Metropolitan
5 Greenview Ct,house,4,2.0,2.0,445.0,173.0,2009.0,,,,Cranbourne North,34.7,-38.07468,145.28803,South-Eastern Metropolitan
5 Gretel Pl,house,3,2.0,2.0,703.0,153.0,1980.0,690000.0,Harcourts,2017-06-24,Berwick,35.2,-38.03062,145.35951,Eastern Victoria
5 Grieve St,house,4,2.0,2.0,1010.0,250.0,1950.0,2205000.0,Fletchers,2016-11-19,Balwyn North,9.2,-37.7982,145.0903,Southern Metropolitan
5 Grosvenor Av,house,3,,,,,,,,,Mulgrave,18.8,,,South-Eastern Metropolitan
5 Gwelo St,house,3,2.0,3.0,466.0,,1940.0,935000.0,Sweeney,2016-11-27,West Footscray,8.2,-37.8019,144.8663,Western Metropolitan
5 Gwent St,house,3,1.0,2.0,638.0,105.0,1980.0,700000.0,iSell,2017-07-22,Springvale South,22.2,-37.98031,145.15497,South-Eastern Metropolitan
5 Haig Av,house,3,2.0,2.0,,126.0,1950.0,995000.0,Hodges,2017-08-19,Edithvale,27.0,-38.03816,145.11459,South-Eastern Metropolitan
5 Haig St,house,3,2.0,2.0,410.0,135.0,2012.0,547000.0,Ray,2017-08-19,Mernda,25.9,-37.59665,145.08876999999995,Northern Metropolitan
5 Hakea St,house,3,1.0,2.0,585.0,101.0,1959.0,469000.0,C21,2017-09-16,Doveton,28.8,-37.99515,145.23244,South-Eastern Metropolitan
5 Halpin St,house,3,1.0,1.0,600.0,,,1200000.0,Nelson,2016-04-06,Brunswick West,5.9,-37.769,144.9478,Northern Metropolitan
5 Hamilton St,house,3,1.0,1.0,716.0,139.0,1950.0,991000.0,Brad,2017-11-02,Niddrie,11.2,-37.7368,144.8856,Western Metropolitan
5 Hampshire Rd,house,3,1.0,1.0,586.0,,,,,,Forest Hill,15.4,-37.84054,145.17967,Eastern Metropolitan
5 Hanlon Cl,house,4,2.0,2.0,603.0,194.0,2004.0,1150000.0,Ray,2017-06-17,Mordialloc,21.5,-38.00549,145.10371999999995,South-Eastern Metropolitan
5 Hannah St,house,3,2.0,2.0,651.0,0.0,1970.0,975000.0,O'Brien,2017-07-10,Cheltenham,17.9,-37.95683,145.07183999999995,Southern Metropolitan
5 Hanover St,house,3,1.0,2.0,384.0,89.0,1940.0,985000.0,Jellis,2016-05-22,Brunswick,5.2,-37.7626,144.9535,Northern Metropolitan
5 Harcourt Cl,house,4,2.0,2.0,,201.0,1980.0,515000.0,One,2017-07-10,Sunbury,31.7,-37.57168,144.70152,Western Metropolitan
5 Harcourt St,house,2,1.0,2.0,803.0,95.0,1950.0,1495000.0,Barry,2017-08-04,Ashwood,12.2,-37.8683,145.1064,Southern Metropolitan
5 Hardwicke St,house,2,1.0,,1044.0,79.0,1970.0,516000.0,Jellis,2017-09-23,North Melbourne,1.8,-37.7983,144.94687,Northern Metropolitan
5 Harlington St,house,7,2.0,2.0,615.0,,,1215000.0,Ray,2017-10-14,Clayton,16.7,-37.92059,145.11149,South-Eastern Metropolitan
5 Harmony Dr,house,2,2.0,1.0,212.0,,2007.0,,,,Tarneit,18.4,-37.86086,144.66193,Western Metropolitan
5 Harrington Rd,house,3,1.0,1.0,580.0,114.0,1960.0,,,,Airport West,13.5,-37.7235,144.8736,Western Metropolitan
5 Hartman Wk,townhouse,2,,,,,,690000.0,Jas,2017-02-25,Footscray,6.4,,,Western Metropolitan
5 Harwick Cl,house,3,2.0,2.0,664.0,,,893500.0,RW,2017-11-25,Ringwood,19.9,-37.7917,145.2469,Eastern Metropolitan
5 Havenlea La,house,4,2.0,1.0,,,,,,,Cairnlea,14.8,-37.75625,144.79054,Western Metropolitan
5 Healey St,house,3,2.0,0.0,598.0,158.0,1990.0,499000.0,@Realty,2017-05-27,Craigieburn,20.6,-37.5993,144.93867,Northern Metropolitan
5 Heatherlea Cr,house,3,2.0,1.0,,,1980.0,740000.0,Barry,2017-10-21,Keilor East,11.7,-37.7493,144.85216,Western Metropolitan
5 Heathfield Ct,house,3,1.0,2.0,900.0,,,,,,Croydon,23.0,-37.78556,145.2727,Eastern Metropolitan
5 Hedgerow Ct,house,3,1.0,2.0,619.0,,,565000.0,Bells,2017-09-23,Albanvale,14.0,-37.74521,144.76863,Western Metropolitan
5 Helen Rd,house,3,1.0,2.0,610.0,,,,,,Chadstone,13.6,-37.8867,145.1014,Southern Metropolitan
5 Henders St,house,3,2.0,1.0,608.0,155.0,1960.0,1200000.0,Fletchers,2017-09-12,Forest Hill,15.4,-37.83647,145.16176000000004,Eastern Metropolitan
5 Henry Rd,house,4,2.0,2.0,1183.0,,,2020000.0,LLC,2017-06-17,Wantirna South,14.7,-37.87104,145.23807,Eastern Metropolitan
5 Henry St,house,2,1.0,1.0,176.0,,,780000.0,Jas,2016-10-15,Seddon,6.6,-37.8052,144.8883,Western Metropolitan
5 Herridge Pl,house,3,2.0,3.0,,177.0,2008.0,600000.0,hockingstuart,2017-08-19,Epping,19.6,-37.62828,145.012,Northern Metropolitan
5 Heywood St,house,2,1.0,,840.0,,,,,,Ringwood,19.9,-37.82141,145.22352,Eastern Metropolitan
5 Hibiscus Rd,house,4,2.0,2.0,580.0,161.0,1965.0,1250000.0,Jellis,2017-12-08,Blackburn North,13.4,-37.8051,145.14351000000005,Eastern Metropolitan
5 Higgs Av,house,4,2.0,2.0,630.0,,,720000.0,HAR,2017-10-28,Mill Park,17.9,-37.67431,145.06457,Northern Metropolitan
5 Highgate St,house,3,2.0,2.0,456.0,,1970.0,966000.0,JMRE,2016-11-27,Yarraville,7.0,-37.823,144.8768,Western Metropolitan
5 Highview Rd,house,4,2.0,1.0,620.0,0.0,1965.0,1500000.0,Fletchers,2017-10-14,Balwyn North,9.7,-37.78396,145.07942,Southern Metropolitan
5 Himbeck Ct,house,4,2.0,3.0,673.0,,,,,,Noble Park,22.7,-37.95931,145.18443,South-Eastern Metropolitan
5 Hodge St,house,3,2.0,1.0,,130.0,1970.0,480000.0,Greg,2017-09-12,Werribee,14.7,-37.90961,144.65543,Western Metropolitan
5 Hood St,house,2,1.0,1.0,220.0,105.0,1910.0,1000000.0,Village,2017-04-03,Yarraville,7.0,-37.8115,144.8875,Western Metropolitan
5 Howell Pl,house,3,1.0,0.0,588.0,128.0,1950.0,771000.0,Barry,2017-10-21,Braybrook,8.6,-37.79373,144.84678,Western Metropolitan
5 Howitt Dr,house,4,1.0,2.0,521.0,,,,,,Templestowe Lower,12.4,-37.76704,145.11038,Eastern Metropolitan
5 Hughes St,house,4,2.0,2.0,461.0,202.0,1930.0,,,,Malvern East,11.2,-37.8815,145.0558,Southern Metropolitan
5 Huntley St,house,2,1.0,2.0,298.0,,,1350000.0,hockingstuart,2017-11-11,Brighton,10.5,-37.8862,144.9974,Southern Metropolitan
5 Inglewood Ct,house,4,2.0,2.0,,232.0,1999.0,806888.0,Ray,2017-09-09,Mill Park,17.9,-37.66403,145.08375,Northern Metropolitan
5 Intervale Dr,house,4,2.0,2.0,,,,790000.0,Nelson,2017-09-12,Avondale Heights,9.5,-37.75163,144.85938000000004,Western Metropolitan
5 Ireland St,house,3,2.0,2.0,603.0,,,782500.0,Asset,2017-06-17,Seaford,35.4,-38.09088,145.12933999999996,South-Eastern Metropolitan
5 Iskandar Pl,house,5,4.0,2.0,500.0,429.0,2007.0,1650000.0,Jellis,2016-05-22,Doncaster,13.9,-37.7863,145.1105,Eastern Metropolitan
5 Ivy Ct,house,4,2.0,2.0,595.0,25.0,1990.0,671000.0,Millership,2017-09-12,Mill Park,17.9,-37.67692,145.05234,Northern Metropolitan
5 Jacks Pl,house,4,2.0,2.0,1016.0,310.0,2002.0,1725000.0,Hoskins,2017-08-07,Ringwood,19.9,-37.78372,145.25311000000005,Eastern Metropolitan
5 Jason Ct,house,4,3.0,2.0,707.0,197.0,1965.0,,,,Balwyn North,9.2,-37.7854,145.0843,Southern Metropolitan
5 Jess St,house,4,1.0,2.0,771.0,,1965.0,801000.0,Ray,2016-09-24,Reservoir,11.2,-37.705,145.0035,Northern Metropolitan
5 Jessie St,house,4,2.0,2.0,581.0,97.0,,1001000.0,Jas,2016-07-30,Sunshine,12.6,-37.7905,144.8414,Western Metropolitan
5 Jika Ct,house,4,2.0,0.0,532.0,,,,,,Werribee,14.7,-37.901,144.63661000000005,Western Metropolitan
5 Jocelyn Av,house,3,,,,,,1305000.0,Noel,2017-04-29,Balwyn North,9.2,,,Southern Metropolitan
5 John St,house,3,1.0,1.0,231.0,,1900.0,910000.0,Jellis,2016-09-24,Brunswick East,4.5,-37.7759,144.976,Northern Metropolitan
5 Jolly Pl,house,3,2.0,3.0,,194.0,2000.0,670000.0,Barry,2017-11-25,Sydenham,18.0,-37.6958,144.7631,Western Metropolitan
5 Jordan Gr,house,4,1.0,1.0,708.0,160.0,1955.0,1500000.0,Barry,2017-10-28,Glen Waverley,16.7,-37.88638,145.16745,Eastern Metropolitan
5 Josephine Av,house,3,1.0,0.0,,,,1300000.0,Harcourts,2017-07-10,Mount Waverley,14.2,-37.86659,145.14182,Eastern Metropolitan
5 Judy Ct,house,4,1.0,4.0,880.0,142.0,1980.0,1133000.0,Philip,2017-10-28,Vermont,17.2,-37.83737,145.18819,Eastern Metropolitan
5 Kalimna Cr,house,3,,,,,,1150000.0,Barry,2016-05-28,Doncaster,13.9,,,Eastern Metropolitan
5 Kalista Av,house,4,2.0,2.0,572.0,121.0,1995.0,,,,Hillside,18.0,-37.70281,144.74998,Western Metropolitan
5 Kallara Gr,townhouse,3,1.0,2.0,250.0,132.0,2000.0,730000.0,Nelson,2016-07-11,Maribyrnong,8.7,-37.7861,144.8897,Western Metropolitan
5 Kambrook Rd,house,3,2.0,1.0,241.0,195.0,1890.0,,,,Caulfield North,8.1,-37.8728,145.036,Southern Metropolitan
5 Kara Ct,house,4,,,,,,525500.0,Ray,2017-11-18,Pakenham,47.3,,,Eastern Victoria
5 Kasem Dr,house,3,,,,,,478000.0,YPA,2017-11-18,Werribee,14.7,,,Western Metropolitan
5 Kathrin Av,house,5,2.0,2.0,,,1970.0,1050000.0,Ray,2017-11-18,Dingley Village,22.2,-37.98,145.1348,South-Eastern Metropolitan
5 Katrina Cl,house,3,2.0,2.0,649.0,,,662500.0,O'Brien,2017-01-07,Hallam,32.3,-38.00022,145.2709,South-Eastern Metropolitan
5 Kauri Gr,house,5,5.0,3.0,785.0,,,,,,Glen Waverley,16.7,-37.89038,145.15507,Eastern Metropolitan
5 Kaybrook Ct,house,3,1.0,2.0,565.0,110.0,1965.0,,,,Oakleigh South,14.7,-37.9231,145.1065,South-Eastern Metropolitan
5 Keam St,house,3,1.0,2.0,,,,1235000.0,Brad,2017-09-16,Essendon North,8.2,-37.73952,144.89946,Western Metropolitan
5 Kendall St,house,3,2.0,1.0,465.0,,,1200000.0,Barry,2016-03-12,Preston,8.8,-37.7471,144.9877,Northern Metropolitan
5 Kenmare Av,house,5,4.0,4.0,,,,2400000.0,McGrath,2017-09-23,Croydon,23.0,-37.79269,145.27178999999995,Eastern Metropolitan
5 Kenmore Cl,house,4,2.0,2.0,600.0,,,,,,Hoppers Crossing,18.4,-37.8678,144.66813,Western Metropolitan
5 Kennedy St,house,5,2.0,2.0,729.0,,,1475000.0,Woodards,2016-09-17,Bentleigh East,13.9,-37.9191,145.075,Southern Metropolitan
5 Kenneth St,house,3,1.0,4.0,489.0,155.0,1950.0,1081000.0,RW,2017-09-12,Preston,8.4,-37.74138,145.02029,Northern Metropolitan
5 Kenney St,house,3,1.0,1.0,620.0,106.0,,515000.0,Barry,2016-10-12,Sunshine West,13.5,-37.7968,144.8142,Western Metropolitan
5 Keogh St,house,3,1.0,2.0,776.0,,,1070500.0,Buxton,2016-05-14,Burwood,11.7,-37.856,145.1104,Southern Metropolitan
5 Kevin St,house,3,1.0,4.0,695.0,145.0,1970.0,975000.0,Jas,2017-09-12,Sunshine,10.5,-37.79058,144.83958,Western Metropolitan
5 Keys Av,house,3,,,,,,1675000.0,Marshall,2017-06-24,Brighton East,10.3,,,Southern Metropolitan
5 Kiddle St,house,4,3.0,3.0,367.0,217.0,2012.0,850000.0,Ray,2017-10-28,Fawkner,13.1,-37.71734,144.97057,Northern Metropolitan
5 Kiewa St,house,4,2.0,1.0,803.0,154.0,1965.0,1450000.0,Fletchers,2017-07-22,Ashwood,10.2,-37.86162,145.11042,Southern Metropolitan
5 Kilburn St,house,4,3.0,2.0,861.0,274.0,1955.0,1610000.0,Considine,2017-12-08,Strathmore,8.2,-37.73154,144.92243,Western Metropolitan
5 Kilby Cl,house,3,1.0,1.0,343.0,,,610000.0,HAR,2018-06-01,Epping,19.6,-37.65873,145.03181999999995,Northern Metropolitan
5 King St,house,2,1.0,0.0,123.0,,,,,,Richmond,2.4,-37.82214000000001,144.98993000000004,Northern Metropolitan
5 Kingsley Cr,house,3,,,,,,,,,Mont Albert,11.8,,,Eastern Metropolitan
5 Kinkora Ct,townhouse,3,2.0,2.0,,,,,,,Mulgrave,18.8,-37.92247,145.18566,South-Eastern Metropolitan
5 Konrad St,house,3,1.0,2.0,625.0,,,1040000.0,Hodges,2016-11-27,Bentleigh East,13.9,-37.927,145.0645,Southern Metropolitan
5 Koorang La,house,3,2.0,1.0,66.0,118.0,2013.0,1100000.0,Biggin,2016-06-18,Richmond,2.6,-37.8181,145.007,Northern Metropolitan
5 Kurdian Ct,house,4,2.0,2.0,761.0,,1970.0,840000.0,Barry,2016-07-16,Yallambie,15.0,-37.7218,145.108,Northern Metropolitan
5 Kyeamba Gr,townhouse,3,2.0,2.0,339.0,,,2050000.0,Rodney,2016-09-17,Toorak,4.6,-37.8425,145.0252,Southern Metropolitan
5 Lagnicourt St,house,3,,,,,,1530000.0,hockingstuart,2016-07-11,Hampton,13.7,,,Southern Metropolitan
5 Laloma Ct,house,4,,,,,,1000000.0,Jellis,2016-04-06,Templestowe Lower,13.8,,,Eastern Metropolitan
5 Lambeth Pl,house,3,,,,,,1500000.0,Marshall,2016-03-12,St Kilda,6.1,,,Southern Metropolitan
5 Landale Rd,house,4,,,,,,,,,Toorak,4.1,,,Southern Metropolitan
5 Lane St,house,4,,,,,,,,,Blackburn North,13.4,,,Eastern Metropolitan
5 Langville Ct,house,4,,,,,,,,,Malvern East,11.2,,,Southern Metropolitan
5 Larcom Ct,house,3,,,,,,,,,Greensborough,16.1,,,Northern Metropolitan
5 Lauderdale Dr,house,4,,,,,,505000.0,Ray,2017-05-27,Tarneit,18.4,,,Western Metropolitan
5 Lawson St,house,4,,,,,,1990000.0,Hodges,2017-03-09,Hampton,13.8,,,Southern Metropolitan
5 Lees St,house,2,1.0,1.0,374.0,102.0,1935.0,,,,Northcote,5.3,-37.77836,145.00897,Northern Metropolitan
5 Leggatt St,house,3,1.0,2.0,,119.0,1975.0,370000.0,Reliance,2017-09-16,Melton South,29.8,-37.70691,144.5797,Western Victoria
5 Legh St,house,4,2.0,2.0,999.0,302.0,2010.0,,,,Reservoir,12.0,-37.70353,144.98727,Northern Metropolitan
5 Leith Av,house,3,,,,,,670000.0,GL,2016-03-09,Sunshine,12.6,,,Western Metropolitan
5 Lemon Rd,house,5,2.0,1.0,1138.0,,,2070000.0,Jellis,2016-12-11,Balwyn North,9.2,-37.7928,145.1006,Southern Metropolitan
5 Leura St,house,3,1.0,2.0,993.0,,,,,,Surrey Hills,10.2,-37.82762,145.0874,Southern Metropolitan
5 Limestone Av,house,5,,,,,,1470000.0,FN,2017-06-05,Keilor East,12.8,,,Western Metropolitan
5 Linden St,house,2,1.0,0.0,137.0,67.0,1890.0,1015000.0,Nelson,2017-05-13,Brunswick East,4.5,-37.7738,144.9733,Northern Metropolitan
5 Linford Cl,house,5,,,,,,1900000.0,Woodards,2017-08-19,Donvale,16.1,,,Eastern Metropolitan
5 Lisgoold St,house,2,1.0,1.0,620.0,100.0,1945.0,,,,Heathmont,21.3,-37.82975,145.2437,Eastern Metropolitan
5 Livingston St,house,3,1.0,3.0,531.0,,,570000.0,Stockdale,2017-05-27,Deer Park,14.8,-37.7572,144.76093,Western Metropolitan
5 Lloyd St,house,4,2.0,4.0,1073.0,,,,,,Malvern East,8.4,-37.87263,145.05572,Southern Metropolitan
5 Lockheed St,house,4,3.0,2.0,541.0,,,950000.0,Nelson,2016-05-22,Strathmore Heights,12.5,-37.7156,144.8975,Western Metropolitan
5 Lodden St,house,4,2.0,3.0,667.0,,1950.0,,,,Sunshine North,13.3,-37.7734,144.8333,Western Metropolitan
5 Loeman St,house,4,2.0,2.0,411.0,266.0,1996.0,1270000.0,Nelson,2016-08-28,Essendon,8.0,-37.757,144.9251,Western Metropolitan
5 Lola St,house,5,3.0,2.0,654.0,,1960.0,880000.0,SN,2017-09-23,Mulgrave,18.8,-37.92914,145.17372,South-Eastern Metropolitan
5 Lorac Av,house,4,3.0,4.0,687.0,372.0,2004.0,,,,Brighton,10.5,-37.9021,144.9901,Southern Metropolitan
5 Lorenz St,house,3,1.0,1.0,459.0,120.0,1955.0,625000.0,Douglas,2016-08-22,Sunshine,12.6,-37.7813,144.8394,Western Metropolitan
5 Lorraine Dr,house,3,1.0,1.0,586.0,,,1100000.0,Fletchers,2017-10-28,Burwood East,14.7,-37.84997,145.14307,Eastern Metropolitan
5 Luckins Rd,house,3,1.0,2.0,694.0,125.0,1950.0,1165000.0,Buxton,2016-06-18,Bentleigh,13.0,-37.9315,145.0445,Southern Metropolitan
5 Lumeah Ct,house,4,2.0,4.0,531.0,,,,,,Dingley Village,22.2,-37.97137,145.12303,South-Eastern Metropolitan
5 Lynette St,house,4,2.0,2.0,697.0,216.0,1970.0,1075000.0,Ray,2017-06-24,Nunawading,15.4,-37.80864,145.17161000000004,Eastern Metropolitan
5 Lyons Ct,house,3,1.0,1.0,567.0,,1970.0,950000.0,Thomson,2017-10-21,Mentone,20.0,-37.98121,145.07717,South-Eastern Metropolitan
5 Lyric St,house,4,2.0,1.0,325.0,,2004.0,940000.0,GL,2016-04-16,Maribyrnong,8.7,-37.7822,144.892,Western Metropolitan
5 MacEdon Ct,house,3,2.0,2.0,662.0,173.0,1980.0,1200000.0,Fletchers,2017-10-28,Nunawading,15.4,-37.80715,145.18287,Eastern Metropolitan
5 MacFarlan La,house,3,2.0,2.0,,,,,,,South Yarra,2.7,-37.83985,144.9888,Southern Metropolitan
5 MacKay Wk,house,3,,,,,,563500.0,HAR,2017-11-25,Roxburgh Park,20.6,,,Northern Metropolitan
5 MacKenzie St,house,3,1.0,0.0,331.0,126.0,1890.0,1222500.0,Nelson,2016-10-12,Brunswick,5.2,-37.7619,144.959,Northern Metropolitan
5 MacRobertson St,house,4,2.0,2.0,705.0,195.0,1970.0,1118000.0,Philip,2016-06-27,Templestowe Lower,13.8,-37.7595,145.1176,Eastern Metropolitan
5 Mahogany Ct,house,3,2.0,2.0,665.0,,,668500.0,Ray,2017-09-12,Doreen,25.9,-37.6089,145.11288000000005,Northern Victoria
5 Maidstone St,house,3,1.0,2.0,669.0,106.0,1960.0,1120000.0,Max,2017-03-09,Ringwood,19.9,-37.82136,145.22496999999996,Eastern Metropolitan
5 Malane St,house,4,2.0,2.0,640.0,,,1510000.0,C21,2017-03-18,Bentleigh East,13.9,-37.9198,145.0545,Southern Metropolitan
5 Manifera Cl,house,4,,,,,,625000.0,YPA,2017-11-25,Wyndham Vale,27.2,,,Western Metropolitan
5 Marden Pl,house,4,2.0,2.0,442.0,207.0,2016.0,1165000.0,Ray,2017-09-09,Heathmont,21.3,-37.82507,145.24058,Eastern Metropolitan
5 Margaret St,house,2,3.0,2.0,635.0,119.0,1935.0,1780000.0,Buxton,2016-07-05,Brighton East,10.7,-37.9205,145.0102,Southern Metropolitan
5 Mark St,house,3,1.0,2.0,,118.0,1965.0,780000.0,Douglas,2017-03-09,Sunshine West,10.5,-37.78621,144.79752,Western Metropolitan
5 Marshall Tce,house,4,2.0,2.0,,147.0,2009.0,600000.0,hockingstuart,2017-09-16,Point Cook,14.7,-37.89243,144.72331,Western Metropolitan
5 Martaban Cr,house,5,,,,,,789650.0,MICM,2017-11-18,Point Cook,14.7,,,Western Metropolitan
5 Mary St,house,5,4.0,2.0,646.0,408.0,2016.0,3225000.0,hockingstuart,2017-10-28,Balwyn North,9.7,-37.79799000000001,145.10165,Southern Metropolitan
5 Maryston St,house,3,1.0,1.0,479.0,128.0,1930.0,1360000.0,Jas,2017-09-23,Yarraville,6.3,-37.81279,144.87717,Western Metropolitan
5 Massey Av,house,3,,,,,,750000.0,Barry,2016-04-06,Reservoir,11.2,,,Northern Metropolitan
5 Mavora Pl,townhouse,2,1.0,1.0,,,,451000.0,Ray,2017-11-11,South Morang,20.5,-37.6323,145.0859,Northern Metropolitan
5 McCulloch St,house,3,2.0,2.0,350.0,138.0,2012.0,572500.0,Ray,2018-06-01,Mernda,25.9,-37.59091,145.08332,Northern Metropolitan
5 McCutcheon St,house,4,2.0,2.0,,,,,,,Northcote,5.3,-37.76762,145.00003999999996,Northern Metropolitan
5 McIvor St,house,5,1.0,2.0,,165.0,1960.0,,,,Cheltenham,17.9,-37.96292,145.05803,Southern Metropolitan
5 McPherson St,house,4,2.0,2.0,317.0,288.0,2017.0,1820000.0,Jellis,2017-09-16,Brunswick,5.2,-37.75792,144.97218,Northern Metropolitan
5 Mendip Rd,house,3,1.0,2.0,464.0,,,855000.0,hockingstuart,2017-09-23,Reservoir,12.0,-37.72318,145.01556000000005,Northern Metropolitan
5 Merle St,house,3,1.0,1.0,757.0,,,1335000.0,Jellis,2017-10-21,Blackburn North,13.4,-37.80805,145.15351,Eastern Metropolitan
5 Michael St,house,3,1.0,1.0,770.0,,,1155000.0,Barry,2016-05-22,Templestowe Lower,13.8,-37.77,145.1089,Eastern Metropolitan
