Address;Suburb;DistanceFromCenter;Lattitude;Longtitude;Regionname
68 McLaughlin St;Ardeer;12,8;-37,78079;144,80171;Western Metropolitan
3/28 Elgin Av;Armadale;6,3;;;Southern Metropolitan
43 Archer Av;Ascot Vale;4,3;-37,7775;144,90708;Western Metropolitan
24/33 Fisher Pde;Ascot Vale;4,3;;;Western Metropolitan
11 Medley Wk;Ascot Vale;4,3;;;Western Metropolitan
8 Maxwell St;Ashburton;10,2;-37,86903;145,0685;Southern Metropolitan
13/91 Grosvenor St;Balaclava;6,4;;;Southern Metropolitan
6/4 Parring Rd;Balwyn;7,9;-37,81303;145,0918;Southern Metropolitan
4/17 Doncaster Rd;Balwyn North;9,7;;;Southern Metropolitan
16 Jocelyn Av;Balwyn North;9,7;-37,7934;145,10748;Southern Metropolitan
39 Yeneda St;Balwyn North;9,7;-37,80141;145,10298999999998;Southern Metropolitan
2 Figtree Gr;Bayswater;23,2;-37,84426;145,23988;Eastern Metropolitan
3/16 Dunlop Av;Bayswater North;23,2;;;Eastern Metropolitan
203 Balcombe Rd;Beaumaris;17,3;-37,979620000000004;145,04993000000002;Southern Metropolitan
2/360 Balcombe Rd;Beaumaris;17,3;;;Southern Metropolitan
23 Banksia Av;Beaumaris;17,3;-37,988209999999995;145,0417;Southern Metropolitan
10/9 Bent St;Bentleigh;11,4;;;Southern Metropolitan
39A Chesterville Dr;Bentleigh East;13,8;-37,92345;145,0659;Southern Metropolitan
35 Gladwyn Av;Bentleigh East;13,8;-37,91089;145,0581;Southern Metropolitan
2/1 Kershaw St;Bentleigh East;13,8;;;Southern Metropolitan
360 McKinnon Rd;Bentleigh East;13,8;-37,91328;145,05445;Southern Metropolitan
16a Murrong Av;Bentleigh East;13,8;-37,9084;145,06032;Southern Metropolitan
7 Richard St;Bentleigh East;13,8;-37,92201;145,07435;Southern Metropolitan
3 Lords Ri;Berwick;35,2;;;Eastern Victoria
1 Stanley Gr;Blackburn;13,4;-37,81281;145,14308;Eastern Metropolitan
1/5 Vine St;Blackburn;13,4;;;Eastern Metropolitan
2/6 Charlton St;Blackburn North;13,4;;;Eastern Metropolitan
1A Vernon St;Blackburn South;13,4;-37,833529999999996;145,15851999999998;Eastern Metropolitan
10 Casuarina Av;Boronia;25,0;-37,848859999999995;145,30042;Eastern Metropolitan
9 Catesby Ct;Boronia;25,0;-37,855959999999996;145,27129;Eastern Metropolitan
1/6 Freedman Av;Boronia;25,0;;;Eastern Metropolitan
2/6 Freedman Av;Boronia;25,0;;;Eastern Metropolitan
42 Tatura Cr;Broadmeadows;14,0;-37,67355;144,92207;Northern Metropolitan
28a Millers Rd;Brooklyn;6,4;-37,81985;144,84913999999998;Western Metropolitan
9/9 Austin Tce;Brunswick;5,2;-37,76081;144,96803;Northern Metropolitan
379 Brunswick Rd;Brunswick;5,2;-37,7759;144,95165;Northern Metropolitan
69 Mitchell St;Brunswick;5,2;-37,75908;144,96958999999998;Northern Metropolitan
58 Albion St;Brunswick East;4,0;-37,76245;144,97595;Northern Metropolitan
81 Barkly St;Brunswick East;4,0;-37,777390000000004;144,97361;Northern Metropolitan
14 Gale St;Brunswick East;4,0;-37,76935;144,97318;Northern Metropolitan
7 Nunan St;Brunswick East;4,0;-37,760040000000004;144,98028;Northern Metropolitan
1/478 Albion St;Brunswick West;5,2;;;Northern Metropolitan
3/5 Allard St;Brunswick West;5,2;-37,7684;144,94214;Northern Metropolitan
186 Hope St;Brunswick West;5,2;-37,76259;144,94935;Northern Metropolitan
3/23 Irvine Cr;Brunswick West;5,2;;;Northern Metropolitan
25 McGregor Av;Brunswick West;5,2;-37,7547;144,94311000000002;Northern Metropolitan
21/558 Moreland Rd;Brunswick West;5,2;;;Northern Metropolitan
7/2 Passfield St;Brunswick West;5,2;-37,76802;144,94077;Northern Metropolitan
6 Landbury Rd;Bundoora;12,1;;;Northern Metropolitan
5 Silverash Dr;Bundoora;12,1;-37,67819;145,05764;Northern Metropolitan
25 Trafalgar Cr;Bundoora;12,1;-37,69631;145,06971000000001;Northern Metropolitan
9/50 Gibdon St;Burnley;2,4;;;Northern Metropolitan
1/14 Manny Paul Cct;Burnside Heights;14,8;;;Western Metropolitan
3/427 Camberwell Rd;Camberwell;7,7;;;Southern Metropolitan
1/23 Carramar Av;Camberwell;7,7;;;Southern Metropolitan
3 Outlook Dr;Camberwell;7,7;-37,84929;145,09142;Southern Metropolitan
278 Station St;Carlton North;3,5;-37,79065;144,97534;Northern Metropolitan
12 Sutton St;Carlton North;3,5;-37,78855;144,97302;Northern Metropolitan
2/5 Anzac St;Carnegie;10,1;-37,88605;145,06634;Southern Metropolitan
8/5 Gnarwyn Rd;Carnegie;10,1;;;Southern Metropolitan
403/276 Neerim Rd;Carnegie;10,1;;;Southern Metropolitan
17 Bay St;Caroline Springs;14,8;-37,734809999999996;144,74475;Western Metropolitan
1/36 Church Rd;Carrum;31,2;;;South-Eastern Metropolitan
14 Goshawk Ct;Carrum Downs;34,9;-38,10694;145,17468;South-Eastern Metropolitan
5/472 Dandenong Rd;Caulfield North;7,8;;;Southern Metropolitan
25 Talab Ct;Chelsea Heights;27,0;-38,050129999999996;145,14211;South-Eastern Metropolitan
29 Friendship Sq;Cheltenham;17,9;-37,959559999999996;145,0657;Southern Metropolitan
1/9 Glebe Av;Cheltenham;17,9;;;Southern Metropolitan
24 Willow Av;Cheltenham;17,9;-37,969609999999996;145,08175;Southern Metropolitan
23 Tournament Rd;Chirnside Park;27,1;-37,75088;145,32673;Eastern Victoria
1/21 The Parade;Clarinda;17,5;;;South-Eastern Metropolitan
126 Osborne Av;Clayton South;17,5;-37,945570000000004;145,13611;South-Eastern Metropolitan
13 Hanoverian St;Clyde North;43,4;-38,11245;145,32485;Eastern Victoria
11 Connolly Av;Coburg;6,7;-37,73661;144,98053000000002;Northern Metropolitan
125 The Avenue;Coburg;6,7;-37,75291;144,97253999999998;Northern Metropolitan
15 Arthur St;Coburg North;6,7;-37,72385;144,98324;Northern Metropolitan
5 Aris Ct;Craigieburn;20,6;-37,59585;144,93835;Northern Metropolitan
1 Bee Ct;Craigieburn;20,6;-37,59706;144,94012;Northern Metropolitan
109 Creekwood Dr;Craigieburn;20,6;-37,585879999999996;144,91857;Northern Metropolitan
10 Grove Rd;Craigieburn;20,6;-37,5945;144,90624;Northern Metropolitan
57 Millicent Dr;Craigieburn;20,6;-37,56879;144,90613000000002;Northern Metropolitan
157 Wattletree St;Craigieburn;20,6;-37,57492;144,90368;Northern Metropolitan
8 Middleham Cl;Cranbourne West;34,7;-38,093509999999995;145,26263;South-Eastern Metropolitan
96 Cremorne St;Cremorne;2,4;-37,8281;144,99041;Northern Metropolitan
3 Carlyle St;Croydon;23,0;-37,79847;145,29951;Eastern Metropolitan
2 Dorothy St;Croydon;23,0;-37,80842;145,28368;Eastern Metropolitan
10 Dumosa Av;Croydon;23,0;-37,809870000000004;145,28647;Eastern Metropolitan
1/3 Gretel Ct;Croydon;23,0;;;Eastern Metropolitan
1A Kirra Ct;Croydon;23,0;-37,80133;145,26348000000002;Eastern Metropolitan
2/107 Mount View Pde;Croydon;23,0;;;Eastern Metropolitan
2/17 Karingal St;Croydon North;23,0;;;Eastern Metropolitan
190 Blair St;Dallas;14,0;-37,66899;144,93253;Northern Metropolitan
9 Romsey Cr;Dallas;14,0;-37,67374;144,93427;Northern Metropolitan
31 Bishop Av;Diamond Creek;21,8;-37,67518;145,16859;Northern Victoria
57 Harvell Ct;Doncaster;12,4;;;Eastern Metropolitan
57 Harvest Ct;Doncaster;12,4;-37,774879999999996;145,12951999999999;Eastern Metropolitan
3/5 Talford St;Doncaster East;14,3;;;Eastern Metropolitan
26 Towerhill Av;Doreen;25,9;-37,60448;145,10918;Northern Victoria
7 Tudor Ct;Edithvale;27,0;-38,03273;145,11773;South-Eastern Metropolitan
44 John St;Eltham;18,0;-37,72056;145,15035;Eastern Metropolitan
1/56 John St;Eltham;18,0;;;Eastern Metropolitan
13/17 Byrne Av;Elwood;7,2;;;Southern Metropolitan
23 Kinkead Cr;Endeavour Hills;28,5;-37,98069;145,26411000000002;South-Eastern Metropolitan
5 Claremont Pl;Epping;19,6;-37,629;145,01405;Northern Metropolitan
7 Alfred Rd;Essendon;7,5;-37,74439;144,923;Western Metropolitan
4 Butler St;Essendon;7,5;-37,746590000000005;144,92444;Western Metropolitan
36A Hudson St;Fawkner;13,1;-37,70091;144,96752;Northern Metropolitan
5/109 Major Rd;Fawkner;13,1;;;Northern Metropolitan
30 Frederick St;Ferntree Gully;24,8;-37,86772;145,29972;Eastern Metropolitan
6 Nairana Ct;Ferntree Gully;24,8;-37,87643;145,2833;Eastern Metropolitan
1/43 Argyle St;Fitzroy;2,1;;;Northern Metropolitan
9 Liverpool St;Fitzroy North;3,6;-37,78102;144,97895;Northern Metropolitan
15 Brighton St;Flemington;3,4;-37,78528;144,9297;Northern Metropolitan
3/2 Ballarat Rd;Footscray;5,1;;;Western Metropolitan
201/64 Cross St;Footscray;5,1;;;Western Metropolitan
4/2 Kelman St;Frankston;38,0;;;South-Eastern Metropolitan
8 Bangalay Av;Frankston South;38,0;-38,17013;145,11933;South-Eastern Metropolitan
87/115 Neerim Rd;Glen Huntly;10,1;;;Southern Metropolitan
8/1452 Malvern Rd;Glen Iris;7,3;;;Southern Metropolitan
4/1529 Malvern Rd;Glen Iris;7,3;;;Southern Metropolitan
3/9 Maverston St;Glen Iris;7,3;;;Southern Metropolitan
17 Pascoe St;Glen Iris;7,3;-37,859629999999996;145,0873;Southern Metropolitan
7 Gwingana Cr;Glen Waverley;16,7;-37,887240000000006;145,17532;Eastern Metropolitan
9 Knightsbridge Ct;Glen Waverley;16,7;-37,86768;145,1599;Eastern Metropolitan
18 Ralton Av;Glen Waverley;16,7;-37,88759;145,17112;Eastern Metropolitan
1/4 Short St;Glen Waverley;16,7;;;Eastern Metropolitan
87 Daley St;Glenroy;11,2;-37,697559999999996;144,9308;Northern Metropolitan
35 Duncan Av;Greensborough;16,1;-37,7113;145,09779;Northern Metropolitan
18 Glenice St;Greensborough;16,1;-37,71575;145,10323;Northern Metropolitan
13 Heversham Gr;Greenvale;20,4;-37,638000000000005;144,88286000000002;Northern Metropolitan
102 Venezia Prm;Greenvale;20,4;;;Northern Metropolitan
4/25 Illawarra Rd;Hawthorn;5,3;;;Southern Metropolitan
4/179 Riversdale Rd;Hawthorn;5,3;;;Southern Metropolitan
16/22 Wattle Rd;Hawthorn;5,3;;;Southern Metropolitan
9/20 Denmark Hill Rd;Hawthorn East;6,2;;;Southern Metropolitan
5/61 Mayston St;Hawthorn East;6,2;;;Southern Metropolitan
8 Byng Av;Heatherton;18,7;-37,952659999999995;145,08088;South-Eastern Metropolitan
1A Aster Cr;Highett;16,0;-37,9464;145,04113999999998;Southern Metropolitan
5/17 Avoca St;Highett;16,0;;;Southern Metropolitan
18 George St;Highett;16,0;-37,94893;145,03328;Southern Metropolitan
10 Highbury Dr;Hillside;18,0;-37,68197;144,73107;Western Metropolitan
2 Oakwood Ct;Hillside;18,0;-37,68954;144,73828999999998;Western Metropolitan
12 Vine Ct;Hillside;18,0;-37,70032;144,74542;Western Metropolitan
17 Bernhardt Av;Hoppers Crossing;18,4;-37,88685;144,69052;Western Metropolitan
34 Perkins Av;Hoppers Crossing;18,4;-37,86638;144,69191;Western Metropolitan
9 Priestley Av;Hoppers Crossing;18,4;-37,868959999999994;144,70168;Western Metropolitan
8 Rudolph St;Hoppers Crossing;18,4;-37,87325;144,70111;Western Metropolitan
4 Tallong Ct;Hoppers Crossing;18,4;-37,85713;144,68278;Western Metropolitan
31/50 Poath Rd;Hughesdale;12,3;;;Southern Metropolitan
9a Bessell Ct;Jacana;14,0;-37,68806;144,9146;Northern Metropolitan
44 Bellara Cr;Kealba;14,0;-37,730270000000004;144,81655;Western Metropolitan
26 Minerva Cr;Keilor Downs;15,5;-37,71482;144,80286;Western Metropolitan
16 Etka Av;Keilor East;11,7;-37,73587;144,87057;Western Metropolitan
1/36 Hassett Cr;Keilor East;11,7;;;Western Metropolitan
34 Gower St;Kensington;3,4;-37,79547;144,92802;Northern Metropolitan
13 Wight St;Kensington;3,4;-37,79372;144,92846;Northern Metropolitan
1/14 Woodlands Av;Kew East;7,3;;;Southern Metropolitan
3 MacKinnon Ct;Keysborough;25,2;-37,9866;145,16244;South-Eastern Metropolitan
14 Windermere St;Keysborough;25,2;-38,00005;145,16371999999998;South-Eastern Metropolitan
3/40 Scott Gr;Kingsbury;12,1;;;Northern Metropolitan
8/22 Bishop St;Kingsville;6,4;;;Western Metropolitan
11 Wales St;Kingsville;6,4;-37,806290000000004;144,88062;Western Metropolitan
2/73 Rickards Av;Knoxfield;23,3;;;Eastern Metropolitan
29 Ethel Av;Lalor;16,3;-37,666990000000006;145,02421;Northern Metropolitan
2/5 Allen St;Laverton;15,5;;;Western Metropolitan
2/26 Strathallan Rd;MacLeod;12,7;;;Northern Metropolitan
109 Wungan St;MacLeod;12,7;;;Northern Metropolitan
30 Eucalyptus Dr;Maidstone;6,4;-37,77964;144,87149;Western Metropolitan
15/92 Waverley Rd;Malvern East;8,4;;;Southern Metropolitan
301/20 Pier La;Maribyrnong;4,3;;;Western Metropolitan
3 Rylie La;Maribyrnong;4,3;-37,7701;144,8791;Western Metropolitan
7/4 Wests Rd;Maribyrnong;4,3;;;Western Metropolitan
1/4 Bronco Ct;Meadow Heights;17,4;;;Northern Metropolitan
35 Papworth Pl;Meadow Heights;17,4;-37,650909999999996;144,91758000000002;Northern Metropolitan
19 Sheoak Ct;Meadow Heights;17,4;-37,651709999999994;144,92752;Northern Metropolitan
2 Sirdar St;Melton;31,7;-37,67713;144,58184;Western Victoria
1/26 Coolabah St;Mentone;20,0;;;South-Eastern Metropolitan
1/96 Latrobe St;Mentone;20,0;;;South-Eastern Metropolitan
17 Silverbanks Gr;Mentone;20,0;-37,98004;145,07573;South-Eastern Metropolitan
47 Craigmoor Cr;Mernda;25,9;-37,5858;145,08812;Northern Metropolitan
22 Henwood Ri;Mernda;25,9;;;Northern Metropolitan
8 Livingston St;Mernda;25,9;-37,597590000000004;145,07958;Northern Metropolitan
55 Sackville St;Mernda;25,9;-37,60306;145,07103;Northern Metropolitan
90 Wellington St;Mernda;25,9;-37,60426;145,06781999999998;Northern Metropolitan
79 Hambleton St;Middle Park;3,0;-37,84656;144,95946999999998;Southern Metropolitan
29 Buckmaster Dr;Mill Park;17,9;-37,66894;145,06767;Northern Metropolitan
3 Mayfield Dr;Mill Park;17,9;-37,67427;145,06955;Northern Metropolitan
40 Redleap Av;Mill Park;17,9;-37,66605;145,06576;Northern Metropolitan
34 Research Dr;Mill Park;17,9;-37,66234;145,07483;Northern Metropolitan
36A Romano Av;Mill Park;17,9;-37,65144;145,05432;Northern Metropolitan
1/4 Price St;Mitcham;17,2;;;Eastern Metropolitan
1/1 James St;Montmorency;16,2;-37,7229;145,12243;Eastern Metropolitan
48 Athol St;Moonee Ponds;6,2;-37,769659999999995;144,91613;Western Metropolitan
3 Hotham St;Moonee Ponds;6,2;-37,77078;144,91244;Western Metropolitan
45 Park St;Moonee Ponds;6,2;-37,76195;144,91775;Western Metropolitan
2/13 Horsmunden Rd;Moorabbin;14,3;;;Southern Metropolitan
1020 Nepean Hwy;Moorabbin;14,3;-37,94298;145,04118;Southern Metropolitan
6 Affinity Cl;Mordialloc;21,5;-38,00242;145,10076999999998;South-Eastern Metropolitan
7/183 Beach Rd;Mordialloc;21,5;;;South-Eastern Metropolitan
16 Nicholson Cr;Mount Evelyn;31,6;-37,77344;145,36508999999998;Eastern Victoria
9 Aldrin Dr;Mount Waverley;14,2;-37,85922;145,13996;Eastern Metropolitan
1/579 High Street Rd;Mount Waverley;14,2;;;Eastern Metropolitan
5 Portsmouth St;Mount Waverley;14,2;-37,87444;145,13496;Eastern Metropolitan
9 Anfield Cr;Mulgrave;18,8;-37,92881;145,19378;South-Eastern Metropolitan
1 Bentley Ct;Mulgrave;18,8;-37,92569;145,17261000000002;South-Eastern Metropolitan
162 Haverbrack Dr;Mulgrave;18,8;-37,93662;145,20057;South-Eastern Metropolitan
14 Lotus Cr;Mulgrave;18,8;-37,92865;145,17466000000002;South-Eastern Metropolitan
29 Shaftsbury Dr;Mulgrave;18,8;-37,92096;145,16791;South-Eastern Metropolitan
19 Suemar St;Mulgrave;18,8;-37,93144;145,16955;South-Eastern Metropolitan
3 Sunrise Dr;Mulgrave;18,8;-37,92718;145,17401999999998;South-Eastern Metropolitan
15 Heyfield Ct;Narre Warren;34,1;-37,99859;145,29461;South-Eastern Metropolitan
6 Kurrajong Rd;Narre Warren;34,1;-38,014520000000005;145,31295;South-Eastern Metropolitan
4 Manhattan Mw;Narre Warren;34,1;-38,0079;145,32165;South-Eastern Metropolitan
4/26 Newcastle St;Newport;6,2;;;Western Metropolitan
16 Shaw St;Niddrie;10,4;-37,74035;144,88977;Western Metropolitan
6 Spring St;Niddrie;10,4;-37,73166;144,87546;Western Metropolitan
3/10 Agnes St;Noble Park;22,7;;;South-Eastern Metropolitan
8 Holmes St;Noble Park;22,7;-37,97313;145,18995;South-Eastern Metropolitan
111 Peel St;North Melbourne;1,8;-37,8054;144,95573000000002;Northern Metropolitan
1/24 Johnson St;Northcote;5,3;;;Northern Metropolitan
35 Kellett St;Northcote;5,3;-37,76703;145,00811000000002;Northern Metropolitan
2/36 Menin Rd;Nunawading;15,4;;;Eastern Metropolitan
28 Walnut St;Ormond;11,4;-37,90865;145,05102;Southern Metropolitan
5/384 Nepean Hwy;Parkdale;21,5;;;South-Eastern Metropolitan
16 Baltimore Dr;Point Cook;14,7;-37,882529999999996;144,72763;Western Metropolitan
9 Barrington Tce;Point Cook;14,7;-37,889990000000004;144,75249;Western Metropolitan
21 Citybay Dr;Point Cook;14,7;-37,91415;144,77648;Western Metropolitan
28 Featherbrook Dr;Point Cook;14,7;-37,90941;144,73176;Western Metropolitan
3/41 Hyde Park Tce;Point Cook;14,7;;;Western Metropolitan
42 Middleton Dr;Point Cook;14,7;-37,90854;144,75891000000001;Western Metropolitan
48 Rowland Dr;Point Cook;14,7;-37,8812;144,72912;Western Metropolitan
53 Windorah Dr;Point Cook;14,7;-37,89867;144,72648999999998;Western Metropolitan
405/54 Nott St;Port Melbourne;3,5;;;Southern Metropolitan
306/19 Pickles St;Port Melbourne;3,5;;;Southern Metropolitan
305/25 Pickles St;Port Melbourne;3,5;;;Southern Metropolitan
199 Ross St;Port Melbourne;3,5;-37,83398;144,93968;Southern Metropolitan
250 Ross St;Port Melbourne;3,5;-37,83339;144,94126;Southern Metropolitan
7/24 Chomley St;Prahran;4,6;;;Southern Metropolitan
502/220 Commercial Rd;Prahran;4,6;;;Southern Metropolitan
2/70 Cheddar Rd;Reservoir;12,0;;;Northern Metropolitan
24 Henderson St;Reservoir;12,0;-37,69765;145,0022;Northern Metropolitan
1/82 Leamington St;Reservoir;12,0;;;Northern Metropolitan
3/6 McCrae St;Reservoir;12,0;;;Northern Metropolitan
4 Price St;Reservoir;12,0;-37,727540000000005;145,00226;Northern Metropolitan
24 Bendigo St;Richmond;2,4;-37,824690000000004;145,01181;Northern Metropolitan
409/10 Burnley St;Richmond;2,4;;;Northern Metropolitan
2/373 Highett St;Richmond;2,4;;;Northern Metropolitan
3/10 Unsworth Rd;Ringwood North;19,9;;;Eastern Metropolitan
29 Thomson Dr;Rosanna;8,9;-37,73281;145,0693;Eastern Metropolitan
7 Mersey Cl;Rowville;23,5;-37,916920000000005;145,25769;South-Eastern Metropolitan
4/26 McKinley Dr;Roxburgh Park;20,6;;;Northern Metropolitan
16 Parnell Ct;Roxburgh Park;20,6;-37,62826;144,92885;Northern Metropolitan
3/9 Polesden Mw;Roxburgh Park;20,6;;;Northern Metropolitan
34/22 The Ridge;Roxburgh Park;20,6;;;Northern Metropolitan
25 Thompson Cr;Roxburgh Park;20,6;-37,62316;144,92539;Northern Metropolitan
8 Viewmount Pl;Sandhurst;34,7;-38,079679999999996;145,21696;South-Eastern Metropolitan
10 Station St;Sandringham;15,2;-37,9482;145,00451999999999;Southern Metropolitan
33 Joelson Av;Scoresby;22,2;-37,8879;145,23543;Eastern Metropolitan
19 Luxton Tce;Seaford;35,4;-38,0984;145,12932;South-Eastern Metropolitan
9 Parkside Cr;Seaholme;11,0;-37,86488;144,84389;Western Metropolitan
64 Truman St;South Kingsville;6,2;-37,83163;144,86828;Western Metropolitan
105/211 Dorcas St;South Melbourne;1,9;;;Southern Metropolitan
12 Mallard Mw;South Morang;20,5;-37,63963;145,08635;Northern Metropolitan
30 Teatree Dr;South Morang;20,5;-37,65263;145,0977;Northern Metropolitan
6/34 Cromwell Rd;South Yarra;2,7;;;Southern Metropolitan
15 McWilliam St;Springvale;20,8;-37,938629999999996;145,16834;South-Eastern Metropolitan
1/32 George St;St Albans;14,0;;;Western Metropolitan
3/144 William St;St Albans;14,0;;;Western Metropolitan
4/144 William St;St Albans;14,0;;;Western Metropolitan
8/24 Alma Rd;St Kilda;5,0;;;Southern Metropolitan
1/146 St Kilda Rd;St Kilda;5,0;;;Southern Metropolitan
5/298 St Kilda Rd;St Kilda;5,0;;;Southern Metropolitan
2/25 Vale St;St Kilda;5,0;;;Southern Metropolitan
33/62 Wellington St;St Kilda;5,0;;;Southern Metropolitan
19 Wendora St;Strathmore;8,2;-37,72996;144,91949;Western Metropolitan
14 McInnes Cl;Sunbury;31,7;-37,5732;144,71182;Western Metropolitan
10 Scotch Ct;Sunbury;31,7;-37,57868;144,75467;Western Metropolitan
30 Woodstock Cl;Sunbury;31,7;-37,56707;144,71653;Western Metropolitan
55 Couch St;Sunshine;10,5;-37,79513;144,82945;Western Metropolitan
24 Moira St;Sunshine;10,5;-37,79585;144,82296000000002;Western Metropolitan
3 Bradley St;Sunshine North;10,5;-37,77565;144,83593;Western Metropolitan
20/20 Florence Rd;Surrey Hills;10,2;;;Southern Metropolitan
29 Chantelle Pde;Tarneit;18,4;-37,85303;144,66346000000001;Western Metropolitan
25 Lindeman St;Tarneit;18,4;-37,84215;144,68783;Western Metropolitan
1 Brighton Pl;Taylors Hill;18,0;-37,70715;144,75963000000002;Western Metropolitan
8 Belair Ct;Taylors Lakes;15,5;-37,70939;144,79836;Western Metropolitan
