Address	Type	Rooms	Bathroom	CarSpots	Landsize	BuildingArea	YearBuilt
5 Wilde Ct	house	3	1.0	1.0	926.0		1950.0
4/1 Ashmore Av	flat	2	1.0	1.0		93.0	1970.0
1A Chute St	townhouse	3	2.0	2.0	254.0	161.0	2012.0
1/460 Como Pde W	flat	2					
5 Reys Cl	house	4	2.0	4.0	656.0		
54 Doynton Pde	house	4	3.0	2.0			
44 Essex Rd	house	4	2.0	3.0		172.0	1963.0
37 Illuka Cr	house	5	5.0	2.0	757.0	503.0	1975.0
72 Lechte Rd	house	4	3.0	2.0			
15 Lynden Gr	house	4	1.0	3.0	731.0	145.0	1970.0
11 Nicole St	house	5	2.0	2.0			
14b Pall Mall	townhouse	4					
11 Pamela St	house	3	2.0	1.0	730.0		
37 Pascall St	house	4	2.0	2.0	695.0	160.0	1970.0
2/2 Una St	house	3	2.0	2.0			
76 Hansworth St	house	3	1.0	2.0	648.0		
12 Orion Ct	house	3	2.0	1.0	753.0		
1 Sneddon Ct	house	4	2.0	2.0	748.0	152.0	1996.0
2/1248 Dandenong Rd	townhouse	3	2.0	2.0			
43A Wallace Av	townhouse	3					
12 Emily Dr	house	4	2.0	2.0	846.0	174.0	1996.0
1/7 Fleetwood Dr	flat	2					
70 Anderson St	house	3	2.0	2.0	343.0	110.0	1980.0
8 Brown St	house	4	1.0	0.0	325.0	160.0	1983.0
343A Douglas Pde	townhouse	3	2.0	2.0	246.0	170.0	1998.0
21 Haldane Rd	house	3	1.0	4.0	654.0	112.0	1955.0
36 Muriel St	house	3	2.0	1.0			
49 Leman Cr	house	2	1.0	2.0	669.0		
406/1 Shiel St	flat	2					
3/680 Victoria St	townhouse	2	1.0	1.0		88.0	1940.0
8 Aberdeen Gr	house	3	1.0	1.0	227.0	119.0	1920.0
190 Bastings St	house	2	1.0	1.0			
92 Beavers Rd	house	2	1.0		315.0		
14 Cunningham St	house	4	1.0	1.0			
4/228 Victoria Rd	townhouse	2					
28 Waterloo Rd	house	3	1.0	2.0	520.0	109.0	1940.0
215 Westgarth St	house	2	1.0				
217 Westgarth St	house	2	1.0		242.0		
42 Woolhouse St	house	3	2.0	2.0	361.0		
2/34 Westerfield Dr	townhouse	5	3.0	2.0			
4 Menck St	house	3	2.0	2.0			
7/251 Springfield Rd	flat	2	1.0	1.0		75.0	1970.0
107 New Rd	house	5	2.0	4.0	838.0		
242 Waterloo Rd	house	3	1.0	1.0	327.0	111.0	1960.0
1/14 MacRina St	townhouse	4	2.0	2.0		125.0	2012.0
7 Clarendon Av	house	2	1.0	1.0	615.0		
8 Fleming Ct	house	4	2.0	2.0		260.0	1992.0
9 Glennie Av	house	5	3.0	2.0			
19 Luntar Rd	house	3	1.0	2.0	660.0		
6 Bewdley St	house	3	2.0	1.0		140.0	1980.0
1/13 Holloway St	flat	2	1.0	1.0		65.0	1960.0
2/33 Murray Rd	townhouse	2	1.0	1.0			
29 Evan St	house	3	1.0	2.0	802.0		
77 Bolingbroke St	house	3	1.0	2.0			
6 Heather Av	house	3	2.0	2.0	551.0	112.0	1960.0
1/84 Railway Pde	townhouse	4					
25 Rhodes Pde	house	3	1.0	1.0	712.0	133.0	1940.0
13 Yorkshire St	house	3	2.0	2.0	480.0		
6 Balarang Ct	house	3	1.0	3.0		104.0	
18 Creswick Dr	house	4	2.0	2.0	612.0	219.0	2004.0
6 Ibiza Ct	house	4	2.0	2.0			
100 Malibu Bvd	house	4	2.0	2.0		191.0	2011.0
5 Marshall Tce	house	4	2.0	2.0		147.0	2009.0
38 Yuruga Bvd	house	4	2.0	2.0	334.0	244.0	2000.0
50 McCormack St	house	2	1.0		112.0		
84 Ross St	house	3	2.0	0.0	253.0	230.0	1900.0
313/216 Rouse St	flat	2	2.0	1.0			2000.0
101 Stokes St	townhouse	5					
9 Chatsworth Rd	house	3	2.0				
62 Donald St	house	3	2.0	1.0	240.0		
19 Porter St	flat	1	1.0		284.0		
73 Pridham St	house	3	2.0		111.0		1890.0
2/92 Beauchamp St	townhouse	2					
23 Lyonsville Av	house	3	1.0	2.0	696.0		
106 Malpas St	house	3	1.0	0.0	480.0		
112 McIlwraith St	house	2	1.0	1.0	253.0		
1/2 Barry St	townhouse	3	3.0	1.0			
2/17 Best St	house	2	1.0	1.0			
119 Boldrewood Pde	house	3	1.0	2.0	735.0		
75 Botha Av	house	4	1.0	2.0	871.0		
9 Delaware St	house	3	1.0	1.0	694.0		
10a Evans Cr	flat	3	2.0	2.0			
2/89 Howard St	flat	1	1.0	1.0		53.0	2014.0
7 Loddon Av	house	3	1.0	2.0	768.0		
4/27 McMahon Rd	flat	2	1.0	1.0	676.0	61.0	2012.0
53C Miranda Rd	townhouse	3	2.0	2.0			2005.0
76 North Rd	house	2	1.0	2.0	665.0	100.0	1955.0
12 Pellew St	house	3	1.0	2.0	795.0		1947.0
14 Pershing St	house	3	1.0	2.0			
1/78 Purinuan Rd	flat	3					
2/138 Rathcown Rd	flat	1	1.0	1.0		40.0	2012.0
3/206 Spring St	flat	2	1.0	1.0		74.0	1987.0
1/50 Whitelaw St	flat	2	1.0	1.0		62.0	2012.0
269 Coppin St	house	3	1.0	2.0		121.0	1890.0
1/100 Rowena Pde	flat	2	1.0	1.0			1970.0
37 Spencer Pl	townhouse	3	2.0	2.0	72.0	145.0	2011.0
105/18 Tanner St	flat	1					
11/9 Tennyson St	flat	1	1.0	1.0			
29 Type St	house	2	1.0		135.0	86.0	1890.0
2A Wall St	house	2	2.0	1.0			
5 Bigola St	house	3	1.0	3.0	691.0		
33 Nelson St	house	4	1.0	0.0	697.0		1980.0
14 Norfolk Av	house	4	3.0	2.0	540.0	119.0	
53 Eastfield Rd	house	4	2.0	2.0			
14 Malcolm Ct	house	6	4.0	2.0	1216.0	278.0	1975.0
4 Short St	house	3	1.0	1.0	400.0	135.0	1950.0
9 Teak Av	house	4	1.0	2.0	878.0		
5 Unsworth Rd	house	4	2.0	2.0	1019.0		
169 Bellevue Av	house	3	1.0	2.0			
4 Devlin Ct	house	4	3.0	2.0	687.0		
17 Grandview Gr	house	3	2.0	2.0			
8 Laane Av	house	3					
28 Millicent St	house	4	2.0	2.0	1240.0		
1 Glenn Ct	house	4	2.0	2.0		192.0	1999.0
21 Orion Wy	house	3	1.0	1.0	372.0	92.0	2000.0
109 Rossiter Av	house	3	2.0	2.0	647.0	0.0	2000.0
18 Tarcoola Wy	house	4	2.0	2.0		184.0	2010.0
7 Duff St	house	4	3.0	2.0	780.0		
4 Gladstone St	house	4	2.0	2.0	817.0	244.0	1890.0
4A Holzer St	house	3	2.0	2.0			
6 Jennings St	house	4	2.0	2.0	563.0	220.0	1910.0
1/2 Neptune St	townhouse	4	3.0	2.0		280.0	2011.0
27 Sandringham Rd	house	3	1.0	1.0			
95A Vincent St	townhouse	4	2.0	2.0	395.0		
9 Armin St	house	4	2.0		758.0		1975.0
145 George St	house	4	2.0	3.0	724.0	166.0	1985.0
250 Ferrars St	house	1	1.0	0.0	67.0	72.0	1900.0
21 Cuckoo St	house	3	2.0	2.0		140.0	1995.0
7 Haven Cl	house	3	2.0	2.0		170.0	2009.0
17 Romina Wy	house	4	2.0	2.0		168.0	2008.0
34 Tuross Cr	house	4	2.0	2.0		172.0	
29 Vautier Pl	house	3	2.0	2.0		107.0	2000.0
1/49 Davis Av	flat	2	1.0	2.0			
246B Domain Rd	house	3	2.0	2.0			
4/28 Kensington Rd	house	2	1.0	1.0		160.0	1935.0
65 Moore St	house	3	2.0				
3/41 Park St	flat	2	1.0	1.0			
7/939 Punt Rd	flat	2	1.0	1.0		92.0	1975.0
28 George St	townhouse	4					
731 Princes Hwy	house	3	1.0	4.0	585.0		
29 Effie Ct	house	4	2.0	2.0	806.0		
2 Mytton Cl	house	3	2.0	2.0	565.0	133.0	1975.0
52 Rhodes St	house	3	1.0	1.0		112.0	1970.0
65 Maxine Dr	house	4	2.0	2.0			
2/1 Acland St	flat	1	1.0	2.0			
46/10 Acland St	flat	1	1.0	1.0			
4/88 Blessington St	flat	2					
57 Octavia St	house	3					
26 Carnarvon Rd	house	3	1.0	2.0	631.0		
274 Napier St	house	3	2.0	2.0			1940.0
1/14 Wendora St	townhouse	3					
9 Windsor Av	house	2	1.0	1.0			
26 Briarwood Ct	house	3	1.0	3.0	515.0	101.0	1991.0
51 Dunrossil Dr	house	3	1.0	2.0			1990.0
6 Landsborough Dr	house	3					
11 Mounsey Ct	house	3	2.0	2.0			1970.0
60 Riddell Rd	house	3	1.0	1.0	573.0	126.0	1965.0
1 Whitty La	house	3	2.0	2.0	350.0	220.0	2004.0
5 Barnett St	house	4	1.0	3.0	502.0		
2/7 Station Pl	townhouse	3					
117 Berkshire Rd	house	4	2.0	3.0	600.0	183.0	1975.0
6 Melton Av	house	3	1.0	1.0	581.0		
33 Sandford Av	house	3	1.0	2.0		120.0	1960.0
3 Tudor Rd	house	3	1.0	1.0		102.0	1956.0
111 Warwick Rd	house	4	1.0			132.0	1970.0
5 Comino Rd	house	5	2.0	2.0		0.0	2010.0
2/98 Durham Rd	flat	3	2.0	1.0	270.0		
29 Essex Rd	house	4	3.0	2.0	349.0	223.0	1997.0
7/6 Park Rd	flat	2	1.0	1.0			
10 Pembroke St	house	5	2.0	2.0	754.0	270.0	1905.0
7 Wandsworth Rd	house	4	4.0	2.0		432.0	2004.0
42 Hardware La	house	3					
36 Newmans Rd	house	5	3.0	2.0	807.0	377.0	2000.0
12 Read St	house	9	4.0	5.0			
181 MacEdon Rd	house	4	2.0	2.0			
15 Alison St	house	3	1.0	1.0	552.0		
89 Cedar St	house	3	1.0	2.0	680.0		1950.0
4 Charlton Pl	house	3	2.0	2.0	536.0	169.0	1980.0
2/39 Clapham St	house	2	1.0	1.0			
119A Harold St	house	4	2.0	2.0	348.0	92.0	1930.0
108 Normanby Av	house	3	1.0	2.0	531.0		
11A Canterbury Rd	house	3	2.0				
3 Devorgilla Av	house	3	2.0	2.0	457.0		
12/10 Hopetoun Rd	flat	3	1.0	1.0		108.0	1960.0
8/10 Hopetoun Rd	flat	2	1.0	1.0			
13 Kyeamba Gr	house	3	1.0	2.0	302.0		
5 Landale Rd	house	4					
4 Monomeath Av	house	4	2.0	2.0	767.0		
4/9 Monomeath Av	flat	3	1.0	1.0		122.0	1965.0
229 Melrose Dr	house	3	2.0	4.0			
1 Marina St	house	5	2.0	2.0	599.0	235.0	
2 Country La	house	3	2.0	2.0	663.0	136.0	1980.0
16 Duff Pde	house	4	3.0	6.0			
9 Peregrine Ct	house	4	2.0	2.0		256.0	2005.0
14 Danaher Av	house	3	1.0	1.0	502.0	77.0	1978.0
134 Dudley St	house	3	2.0	3.0	756.0	119.0	2000.0
53 Station St	house	3	1.0	2.0	1012.0		
78 Raheen Av	house	3	2.0	2.0	673.0		
12 McLean Ct	house	4	3.0	6.0	717.0	247.0	1985.0
20 Mingana Rd	house	4	2.0	3.0	729.0	173.0	1970.0
3 Beaumont St	house	5	2.0	2.0		150.0	1965.0
36 Elder St	house	2	1.0	1.0		98.0	1960.0
1/16 Lambourn Rd	flat	2					
12 Manfred St	house	3	1.0	2.0	571.0	124.0	1960.0
86 Watsonia Rd	house	3	1.0	1.0			
306 Grimshaw St	house	4	2.0	2.0	966.0		
40 High St	house	3	1.0	1.0		115.0	1958.0
18 Melanie Dr	house	3	2.0	3.0			
3 Newark Cl	house	3	1.0	2.0			
81 Parramatta Rd	house	3	1.0	2.0	640.0	125.0	1985.0
4 Queens Ct	house	3	2.0	3.0	687.0		
1/4 Tedesco Ct	house	3	2.0	1.0	251.0	194.0	2012.0
94 Wattle Av	house	4	2.0	4.0	650.0	184.0	1994.0
9 Devonshire St	house	4	2.0	1.0		164.0	1950.0
15 Lae St	house	2					
127 Stanhope St	house	4	3.0	2.0	512.0	512.0	1920.0
199 Hawke St	townhouse	3	2.0	1.0	862.0	209.0	1920.0
35 Hawke St	house	3	2.0	2.0	231.0		
236 Roden St	townhouse	3	3.0	1.0			
28 Hornsby Av	house	4	2.0	2.0		149.0	1990.0
213 Johnstone St	house	2	1.0	1.0			
65 Cootamundra Dr	house	3	2.0	2.0	651.0		
8 Drysdale Ct	house	4	2.0	2.0	660.0	149.0	1970.0
7 Meadowbrook Dr	house	4	3.0	4.0	653.0		
40 Strathconnan Pl	house	4	2.0	2.0	664.0	664.0	2001.0
5 Trooper Ct	house	6	3.0	2.0	760.0	266.0	1980.0
25 Winterton Dr	house	4	3.0	2.0	697.0		
22 Bushlark Cr	house	3	2.0	2.0	265.0	25.0	2014.0
17/8 Techno Park Dr	flat	2	1.0	1.0			
52a Florence St	house	3	2.0	2.0	297.0		2005.0
2/235 Dandenong Rd	townhouse	2	2.0	1.0		98.0	2005.0
5 Gladstone St	house	3	1.0	1.0	188.0	150.0	1907.0
73 Lewisham Rd	house	3	2.0	0.0	362.0		1895.0
14 McIlwrick St	house	2	1.0	1.0	258.0		
129 Peel St	house	3	1.0	2.0			
6 Narmara Mw	house	3					
23 Gray St	house	2	1.0		161.0		
9 Hawkhurst St	house	3	1.0	2.0	515.0	89.0	1955.0
1b Stanger St	townhouse	2					
67 Stafford St	house	3	1.0	2.0	196.0		1900.0
1/29 Yarra Bank Ct	flat	3	2.0	1.0			2000.0
2/64 McNamara Av	townhouse	3	2.0	2.0			1995.0
3/53 Moore Rd	flat	2	1.0	1.0			
35 Angelique Gr	house	3	1.0	2.0	544.0	120.0	1980.0
32 Dover St	house	3	1.0	2.0		115.0	1975.0
123 Richardson St	house	4	2.0		152.0	175.0	1910.0
9/45 Broomfield Av	house	1	1.0	1.0		48.0	1970.0
4 Burt St	house	3	2.0	1.0			
1/51 Galvin St	flat	3					
4 Huxtable Av	house	5	3.0	4.0			
57B Second Av	house	3	2.0	2.0		127.0	2009.0
83 Seventh Av	house	3	1.0	2.0	563.0		
721 Ballarat Rd	house	3	2.0	2.0	739.0	112.0	1970.0
4/26 Armadale St	flat	1	1.0	1.0			
2/2 Egerton Rd	flat	2	1.0	1.0		82.0	1970.0
18A New St	house	2	1.0	1.0	181.0	80.0	1930.0
28 New St	house	2	2.0	2.0	269.0	128.0	1910.0
12 Bloomfield Rd	house	4	2.0	2.0		257.0	1930.0
12 Langs Rd	townhouse	2					
3/65 Ashburn Gr	townhouse	3	2.0	2.0		178.0	2007.0
26 Duke St	house	2	1.0	2.0		160.0	1940.0
34 Nicholas St	house	3	2.0	2.0		202.0	1950.0
21 Warner Av	house	4	3.0	2.0	391.0	203.0	2016.0
33 Douglas St	house	3	1.0	2.0	787.0	115.0	1955.0
1/26 Winbirra Pde	townhouse	3					
87 Albany Cr	house	4	2.0	1.0	535.0	176.0	1970.0
6 Foam St	house	4	2.0	3.0	549.0		
43 Lake St	house	3					
170 Balwyn Rd	house	5	4.0	2.0	697.0		2012.0
15 Grey St	house	4	2.0	2.0	766.0		
17/19 Kireep Rd	flat	1	1.0	1.0			
3/23 Northcote Av	townhouse	4					
17 Percy St	house	5	3.0	2.0	671.0		
104 Rochester Rd	house	3	1.0	1.0		123.0	1915.0
6 Yandilla St	house	6	3.0	2.0	845.0		
137 Doncaster Rd	house	3	1.0	1.0	912.0		
58 Fortuna Av	house	4	3.0	4.0	958.0	255.0	2015.0
15 Highbury St	house	4	2.0	2.0	746.0		
8 Hillview Rd	house	4	2.0	2.0	654.0	334.0	2010.0
11 Minerva Av	house	5	4.0	2.0	708.0		
40 Reading Av	house	3	1.0	2.0	923.0		
16 Riverview Rd	house	3	2.0	1.0	632.0	144.0	1940.0
3/23 Begonia Av	house	2	1.0	1.0		63.0	1970.0
33 Cloris Av	house	4	2.0	2.0			
2/25 Glenwood Av	townhouse	4					
1 Powys Dr	house	5	3.0	3.0	752.0	327.0	1980.0
1/123 Liberty Pde	house	2	1.0	1.0		81.0	1960.0
210 Centre Rd	house	4	2.0	2.0	557.0	220.0	1920.0
32A Oak St	house	2	1.0	2.0			
1/25 Patterson Rd	house	3	1.0	1.0		124.0	1960.0
2A Phillip St	townhouse	2	2.0	1.0		94.0	2004.0
12 Elaine Ct	house	4					
17 Gowrie St	house	4	1.0	2.0	579.0		
7 Highview Rd	house	6	3.0	4.0			
1/18 Kennedy St	townhouse	4	3.0	2.0			1990.0
58 Latham St	house	3					
2/16 Majdal St	townhouse	3					
53 Mawby Rd	house	3	2.0	3.0			
6/55 Moylan St	townhouse	3					
77A Orange St	townhouse	3	2.0	2.0	335.0	239.0	2013.0
1/87 Orange St	flat	2	2.0	1.0	212.0		2008.0
2 Scanlan St	house	3	1.0	2.0			1950.0
41 Shrewsbury St	house	4	1.0	2.0	581.0	167.0	1960.0
20 Ambleside Cr	house	3	1.0	2.0			
39 Inkerman St	house	4	2.0	2.0		190.0	2007.0
4/308 Beach Rd	flat	2	1.0	1.0			
11A Eliza St	townhouse	2	2.0	2.0	227.0	158.0	1995.0
2A Kerr St	townhouse	3	1.0	1.0	300.0		
22 Greenglade Ct	house	4	2.0	2.0	543.0		2006.0
277 Blackburn Rd	house	3	1.0	3.0		118.0	1960.0
7 Holroyd Ct	house	5	2.0	2.0	587.0		
1 Flodden Wy	house	5	2.0	2.0	742.0	197.0	1990.0
8 Marden Dr	house	4	2.0	1.0			
4/129 Mountain View Rd	townhouse	2	2.0	1.0	189.0		
92 Asling St	house	4	2.0	1.0	538.0	181.0	1900.0
204/380 Bay St	flat	3					
3/398 Bay St	house	3					
2/160 Church St	townhouse	4	3.0	2.0			
6 Harwood St	house	4	4.0	4.0	753.0		
2A Hillcrest Av	house	4	3.0	3.0	421.0	170.0	2000.0
50 Meek St	house	3	2.0	2.0		222.0	2013.0
34 Moffat St	house	4	3.0	2.0	560.0		
341 New St	townhouse	3	1.0	2.0		101.0	1920.0
3 Seaview Av	house	4	1.0	2.0		177.0	1925.0
17/30 Willansby Av	flat	2					
131 Marriage Rd	house	5	2.0	2.0		301.0	1950.0
37 Studley Rd	house	3	3.0	2.0			
11A Taylor St	house	4	3.0	2.0	221.0		
48 Electric St	house	3	1.0	5.0	670.0		1980.0
1/34 Kitchener St	townhouse	2	1.0	1.0		108.0	2014.0
90 Kitchener St	house	3	1.0	1.0		112.0	1960.0
46 Meredith St	house	3	1.0	1.0	697.0		
7 Osway St	house	2	1.0	2.0		75.0	1960.0
15 Martell Street	house	3					
2/182 Albion St	house	4	2.0	2.0		140.0	2016.0
9/15 Cassels Rd	flat	2	1.0	1.0			
4/121 Donald St	townhouse	2	2.0	1.0		90.0	2015.0
37 Dunstan Ave	house	3	1.0	1.0	277.0		
265 Edward St	house	2	1.0	1.0	181.0		
7/226 Glenlyon Rd	flat	1	1.0	1.0	682.0	34.0	1980.0
301/455 Lygon St	flat	1	1.0	0.0		43.0	2014.0
125 Stewart St	house	2	1.0	0.0			1880.0
11 Culloden St	house	5	3.0	1.0		233.0	2004.0
3/38 Melville Rd	townhouse	2	1.0	1.0		75.0	2009.0
10/13 Peacock St	flat	2	1.0	1.0		0.0	1970.0
4/187 Union St	townhouse	2	1.0	1.0		92.0	2014.0
5 Amberley Ct	house	3	1.0	1.0	757.0		
3 England St	house	4	2.0	2.0	602.0	170.0	1970.0
35 Bramble Cr	house	4	2.0	2.0		245.0	1990.0
567 Grimshaw St	house	3	1.0	2.0	896.0	139.0	1965.0
9 Hillhouse Cr	house	4	2.0	3.0		317.0	2012.0
15 Mcquillan Wy	house	3	2.0	2.0		150.0	2000.0
8 Murray Dr	house	3	2.0	2.0	708.0		
61 Newhaven Rd	house	3	2.0	2.0	788.0	108.0	1960.0
11 Berwick St	house	3	2.0	2.0		205.0	1940.0
12 Mayfield Av	house	4	2.0	2.0	740.0		
32 Regent St	house	4	3.0	2.0		224.0	1935.0
5/1024 Toorak Rd	flat	3	2.0	2.0			1994.0
2 Augusta Av	house	4	2.0	4.0	688.0	175.0	1970.0
34 Maysia St	house	5	2.0	4.0	692.0		
4 Parlington St	house	5	3.0	3.0	900.0		
1/145 Prospect Hill Rd	house	3	2.0	2.0		150.0	1900.0
80 Keeley La	house	2					
67/1 Queensberry St	flat	2	2.0	1.0		80.0	1997.0
242 Canning St	house	2	1.0		158.0	112.0	1890.0
2/43 Margaret St	flat	3	2.0	2.0			
6/144 Oakleigh Rd	flat	1	1.0	1.0		41.0	1960.0
3/31 Shepparson Av	flat	2	1.0	2.0		67.0	1972.0
24 Highbury Cl	house	3	2.0	3.0	660.0		
4/17 Church Rd	flat	3	2.0	2.0			1999.0
76 Kambrook Rd	house	2	1.0	1.0		111.0	1915.0
299 Bambra Rd	house	3	2.0	1.0			
2/3 Nelson St	townhouse	3	1.0	2.0	190.0	125.0	1980.0
37 Saturn St	house	5	4.0	2.0	554.0	312.0	2017.0
37 Jindabyne Av	house	3	1.0				
6B Showers Av	townhouse	3	2.0	2.0	229.0	182.0	2000.0
3/32 Tarella Rd	flat	3	1.0	2.0		110.0	1974.0
3 Third Av	house	3	1.0	1.0	650.0	138.0	1960.0
21 Chaprowe Ct	flat	2	1.0	1.0			1965.0
2/41 Harpley St	townhouse	2	2.0	1.0	836.0	112.0	2009.0
6 Shadwell St	house	3	1.0	1.0	584.0	133.0	1960.0
13 Dyer Ct	house	5	2.0	2.0	402.0	177.0	1980.0
6 Rosewall Pl	house	3	1.0	2.0	532.0	114.0	1975.0
4 Bayview Av	house	2	1.0	1.0			2000.0
1/76 Browns Rd	flat	2					
43 Ogrady St	house	3					
1 Park Dr	house	3	3.0	1.0			
201 Roseneath St	townhouse	3	2.0	1.0			
36 Rutland St	house	2	1.0		146.0	104.0	1890.0
100 Spensley St	house	5	2.0	0.0		239.0	1910.0
269 Bell St	house	3	1.0	1.0	379.0	107.0	1910.0
4/9 Blair St	townhouse	2					
4 Jamieson St	house	3	1.0	2.0	392.0	98.0	1920.0
13 Jessie St	house	5	3.0	4.0	900.0	180.0	1888.0
87 Nicholson St	house	4	2.0	1.0	430.0	155.0	1920.0
28 Webb St	house	3	1.0	1.0			
33 Rodney Av	house	3	1.0	3.0			1925.0
205/46 Cambridge St	flat	1					
5 Brookedge Ct	house	4	2.0	2.0	480.0		
48 Crossdale Grn	house	4	2.0	1.0			2002.0
7 Eve Ct	house	3	1.0	0.0	947.0	132.0	1972.0
13 Eveline St	house	4	2.0	2.0	312.0	148.0	2015.0
13 Foxglove La	house	3	2.0	2.0	400.0	153.0	1998.0
21 Huntingfield St	townhouse	2	1.0	2.0			2012.0
73 Mareeba Wy	house	4	2.0	2.0	484.0	159.0	2009.0
3 Pembury St	house	3	2.0	1.0	321.0	150.0	2013.0
27 Vantage Bvd	house	4	2.0	2.0	511.0		
32 Viewside Cr	house	4	2.0	2.0	448.0		
93 Cameron St	house	3	2.0	2.0		129.0	1975.0
7/416 Dorset Rd	flat	3					
25 Toorak Av	house	4	2.0	2.0	1880.0	255.0	1947.0
29 Kilmore Cr	house	3	1.0	2.0	560.0	108.0	1965.0
19 Bassett St	house	3	2.0	1.0		137.0	2012.0
1516 Heatherton Rd	house	3	2.0	4.0	662.0	128.0	1960.0
5 Ronald St	house	3	1.0	1.0			
56 Jarvis Cr	house	4	2.0	2.0	538.0	145.0	1985.0
30 Deepdene Rd	house	4	4.0	2.0	1600.0	390.0	1926.0
4 Blackley Ct	house	3	1.0	2.0	712.0		
32 Dumfries St	house	3	1.0	2.0	660.0		
81 Welwyn Pde	house	3	1.0	2.0	663.0	129.0	1980.0
86 Oronsay Cr	house	3	2.0	2.0		179.0	1986.0
12 Campbell Gr	house	3	2.0	2.0	534.0		
11 Evelyn Ct	house	4	2.0	2.0	364.0	210.0	1995.0
1207/673 La Trobe St	flat	2					
93 Church Rd	house	4	2.0	1.0	650.0		
70 Wetherby Rd	house	3	1.0	2.0	723.0		
1/28 Boronia Gr	townhouse	4	3.0	2.0		280.0	2009.0
1/8 Boronia Gr	townhouse	3	2.0	2.0		141.0	2010.0
80 Gedye St	house	4	3.0	2.0	654.0		
28 Halcyon Ct	house	3	2.0	2.0			
6 Lisa Cl	house	4	2.0	2.0	911.0		
29 Renshaw St	house	3	2.0	1.0	777.0		1975.0
40 Saxonwood Dr	house	3	1.0	2.0	656.0		
5 Linford Cl	house	5					
416 Serpells Tce	house	4	2.0	2.0	375.0	254.0	1998.0
2/9 Standring Cl	house	3	2.0	2.0	243.0	150.0	2012.0
6 Carome Wy	house	3	2.0	2.0		153.0	2000.0
15a Cootamundra St	house	3					
6 Virgilia St	house	3	1.0	2.0		105.0	2011.0
1 Cumberland St	house	4	3.0	2.0			
36 Silverdale Rd	house	3	2.0	2.0	780.0		
115 Ella Gr	house	3	1.0	3.0	694.0	136.0	1975.0
5 Haig Av	house	3	2.0	2.0		126.0	1950.0
18 Elizabeth St	house	4	2.0	1.0			
301/242 Glen Huntly Rd	flat	2	1.0	2.0		77.0	2002.0
7/483 Kooyong Rd	flat	1					
8 Prentice St	house	3	2.0	1.0	346.0	180.0	1890.0
30 Shoobra Rd	house	4	2.0	1.0	390.0	120.0	1920.0
7 Godalmin St	house	4	2.0	1.0	1015.0	194.0	1966.0
11 Kerby St	house	4	2.0	2.0	928.0		
5 Thomas St	house	3	2.0	2.0	868.0	135.0	1980.0
52 Banks Rd	house	3	1.0	1.0			
3 Michael Ct	house	6	3.0	4.0	966.0	332.0	1990.0
10/127 Brighton Rd	flat	2	1.0	1.0			
4/130 Tennyson St	house	3	1.0	2.0	1730.0	152.0	2001.0
5 Herridge Pl	house	3	2.0	3.0		177.0	2008.0
12 Radman St	house	3	2.0	2.0		161.0	2011.0
28 Supply Dr	house	3	1.0	2.0	553.0		1980.0
16 Woodfull Wy	house	4	2.0	2.0	647.0		
5/3 Ballater St	flat	2	1.0	1.0		82.0	1960.0
6/4 Balmoral St	flat	2	1.0	1.0		0.0	1984.0
83 Nimmo St	house	4	4.0	3.0	543.0	259.0	2015.0
51 Price St	house	4	2.0	2.0			2011.0
28/262 Heidelberg Rd	flat	2					
151 Perry St	house	4	2.0	2.0	485.0	133.0	1920.0
68 Queens Pde	house	4	1.0	2.0	687.0		
93 Burke Rd	house	3	1.0	0.0	720.0		
2/9 Dobson St	flat	3	2.0	2.0			
3 Kirby Ct	house	4	3.0	4.0	793.0	225.0	1980.0
43 Cecil St	house	3	2.0	1.0			
478 George St	house	3	1.0	1.0	274.0	0.0	1905.0
4/118 Rose St	townhouse	1	1.0	1.0	782.0	67.0	1998.0
124 Victoria St	house	3	2.0		205.0	106.0	1885.0
853 Brunswick St	house	3	1.0	1.0			1880.0
42 Canterbury St	house	2	1.0	2.0	222.0		
80 Dover St	townhouse	3	2.0	2.0	459.0	153.0	2003.0
28 Central Av	house	2	1.0	1.0	241.0	91.0	1915.0
84 MacPherson St	house	3	2.0	0.0	495.0		
18 Sherman St	house	2	1.0	1.0		97.0	1970.0
24 Gretana Cr	house	3	2.0	1.0	539.0		1971.0
10 Helvetia Ct	house	3	2.0	2.0	595.0		
15 Blackwood Ct	house	4	2.0	2.0		239.0	1988.0
6 Bardolph St	house	2	1.0	1.0	151.0		
72 Bath Rd	house	3	1.0	2.0	403.0	124.0	1960.0
3/67 Carroll Cr	house	2	1.0	2.0		107.0	1990.0
8/23 Edgar St	flat	2	1.0	1.0		75.0	1965.0
4 Faircroft Av	house	3	1.0	1.0	316.0	111.0	1940.0
1/1529 Malvern Rd	flat	2	1.0	1.0			
1A York Rd	house	3	2.0	1.0	303.0	150.0	1940.0
22 Campbell St	house	3	1.0	1.0	782.0	102.0	1960.0
2 Cherry St	house	5	2.0	1.0	651.0	124.0	1970.0
16 Cooper Av	house	4	2.0	2.0	768.0	169.0	1970.0
31 Paxton Dr	house	3	2.0	3.0	733.0		
480 Springvale Rd	house	4	1.0	1.0	654.0		
8A Finchley Av	house	4	3.0	3.0	708.0	175.0	2007.0
1/18 Hartington St	flat	2	1.0	2.0		107.0	1960.0
